State,Date,daily_vaccinations,daily_vaccinations_per_million,positiveIncrease,deathIncrease,hospitalizedIncrease,totalTestResultsIncrease,NumberofTrips,PopulationStayingatHome,NumberofTrips500miles,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Illinois,10/12/20,,,2742,13,0,47579,38281048,3460234,16495,-17,-6,10,-41,-41,11
Illinois,10/13/20,,,2851,29,0,55993,40761111,3281319,21667,-15,-4,53,-36,-33,10
Illinois,10/14/20,,,2862,48,0,52669,41206089,3188067,28557,-14,-3,48,-35,-32,10
Illinois,10/15/20,,,4015,53,0,67086,38482150,3322617,29792,-16,-1,24,-35,-32,10
Illinois,10/16/20,,,5103,52,0,87759,43035050,3090668,30682,-16,-4,22,-32,-31,9
Illinois,10/17/20,,,3629,27,0,77489,41343610,3400993,24096,-14,2,66,-18,-7,2
Illinois,10/18/20,,,4245,22,0,79296,34502301,3654613,25291,-20,-9,8,-29,-13,4
Illinois,10/19/20,,,3113,22,0,48684,40205328,3300945,26729,-20,-7,-9,-39,-33,11
Illinois,10/20/20,,,3714,41,0,59077,39693882,3348460,24090,-18,-7,3,-38,-33,11
Illinois,10/21/20,,,4342,68,0,66791,38654882,3417291,26752,-16,-4,18,-37,-32,11
Illinois,10/22/20,,,4942,42,0,80977,41512249,3251152,25853,-15,-3,40,-35,-32,10
Illinois,10/23/20,,,5000,41,0,82256,43468746,3125323,26056,-21,-8,-11,-37,-33,12
Illinois,10/24/20,,,6161,63,0,83517,44251419,3325621,19934,-16,2,59,-20,-6,3
Illinois,10/25/20,,,4062,24,0,72097,37468470,3527531,26941,-19,-5,32,-29,-12,4
Illinois,10/26/20,,,4729,17,0,57264,39269864,3361667,24154,-21,-8,-17,-41,-34,11
Illinois,10/27/20,,,4000,46,0,62074,40196816,3318037,21667,-20,-7,-11,-40,-33,12
Illinois,10/28/20,,,6110,51,0,70752,41418274,3206442,24771,-17,-3,9,-38,-33,11
Illinois,10/29/20,,,6363,56,0,83056,41444746,3290173,27875,-19,-2,-8,-39,-32,11
Illinois,10/30/20,,,8489,49,0,95111,45845271,3242771,25810,-17,1,13,-34,-32,10
Illinois,10/31/20,,,7899,56,0,92636,43043891,3569744,22478,-19,8,74,-22,-8,3
Illinois,11/1/20,,,6980,25,0,78458,41459508,4029768,38873,-23,-6,1,-33,-15,5
Illinois,11/2/20,,,6222,18,0,68118,45454135,3692181,18069,-21,-5,-2,-41,-34,11
Illinois,11/3/20,,,6516,68,0,82435,42368119,3419338,16780,-11,0,68,-39,-39,11
Illinois,11/4/20,,,7538,55,0,71857,40789818,3595832,17416,-21,-8,28,-40,-34,12
Illinois,11/5/20,,,9935,97,0,86015,43520449,3742381,22833,-22,-5,29,-40,-33,12
Illinois,11/6/20,,,11790,84,0,98401,45445698,3852150,30638,-20,-7,41,-36,-33,11
Illinois,11/7/20,,,12438,91,0,98418,41581990,3995650,40302,-18,1,93,-24,-7,4
Illinois,11/8/20,,,10009,50,0,90757,39823276,4405662,32957,-20,-5,101,-30,-12,4
Illinois,11/9/20,,,10573,25,0,64760,44595469,3782852,22532,-20,-6,31,-42,-35,11
Illinois,11/10/20,,,12623,82,0,101955,43507524,3659999,21794,-24,-9,-1,-44,-35,13
Illinois,11/11/20,,,12657,153,0,93464,43413886,3697807,24017,-19,-4,-7,-43,-39,14
Illinois,11/12/20,,,12702,48,0,100617,42625359,3700668,25639,-23,-4,-1,-42,-34,13
Illinois,11/13/20,,,15415,45,0,106540,44414097,3652712,25074,-24,-4,-10,-40,-34,13
Illinois,11/14/20,,,11028,197,0,114370,42034436,3889797,22798,-25,-2,-11,-34,-10,7
Illinois,11/15/20,,,10631,74,0,84831,37674763,4006713,46091,-30,-11,-23,-41,-18,7
Illinois,11/16/20,,,11632,42,0,90612,41859951,3975052,38107,-25,-8,-12,-45,-36,12
Illinois,11/17/20,,,12601,113,0,94205,42479947,3965216,38675,-25,-9,-13,-46,-36,13
Illinois,11/18/20,,,8922,151,0,103569,44648618,3868178,38261,-23,-5,-12,-43,-36,13
Illinois,11/19/20,,,14612,180,0,113447,44821934,3748986,38164,-23,-3,7,-42,-35,13
Illinois,11/20/20,,,13012,147,0,116024,41542679,3709407,40255,-26,-6,10,-39,-35,13
Illinois,11/21/20,,,11891,157,0,120284,39935314,3927984,41047,-26,-1,7,-29,-9,7
Illinois,11/22/20,,,10012,99,0,92437,35355783,4035717,39537,-27,-6,1,-38,-15,7
Illinois,11/23/20,,,8322,61,0,91562,39377847,3830552,34381,-21,0,-13,-46,-38,13
Illinois,11/24/20,,,9469,150,0,97323,40501837,3773687,36166,-20,3,-35,-45,-39,14
Illinois,11/25/20,,,11378,178,0,114233,42670886,3634467,30146,-8,28,-33,-42,-43,14
Illinois,11/26/20,,,12022,156,0,107556,32742822,4071271,32080,-70,-23,-22,-66,-82,26
Illinois,11/27/20,,,7574,90,0,77130,42770214,3810325,33767,-30,-18,-7,-53,-62,21
Illinois,11/28/20,,,7873,152,0,79055,40092066,3878431,36511,-28,-12,23,-34,-17,8
Illinois,11/29/20,,,7178,44,0,62740,37857306,4006971,36131,-28,-14,9,-36,-17,7
Illinois,11/30/20,,,6190,103,0,66980,39789170,3890920,35584,-26,-12,-34,-47,-38,14
Illinois,12/1/20,,,12542,146,0,116081,42776261,3602459,35220,-23,-6,-25,-44,-37,14
Illinois,12/2/20,,,9757,266,0,85507,44074862,3531966,33878,-22,-6,-11,-43,-36,14
Illinois,12/3/20,,,10959,228,0,106778,43947651,3537646,38904,-23,-4,-15,-44,-36,14
Illinois,12/4/20,,,10526,157,0,112634,46312665,3454825,34992,-25,-7,-8,-42,-34,14
Illinois,12/5/20,,,9887,235,0,102678,44892895,3647257,36650,-22,-1,11,-31,-6,6
Illinois,12/6/20,,,7598,99,0,79538,37485510,3901198,40619,-26,-8,-4,-40,-15,6
Illinois,12/7/20,,,8691,100,0,77569,38297960,3832750,40232,-25,-7,-24,-47,-36,13
Illinois,12/8/20,,,7910,168,0,95825,40417737,3655047,37266,-25,-9,-25,-47,-35,14
Illinois,12/9/20,,,8256,229,0,92737,40219082,3613086,36723,-21,-4,2,-43,-35,13
Illinois,12/10/20,,,11101,232,0,114503,41943143,3608847,38969,-22,-2,9,-43,-35,13
Illinois,12/11/20,,,9420,222,0,104448,41533163,3696570,38616,-27,-7,-30,-43,-34,14
Illinois,12/12/20,,,8737,165,0,126888,39669705,3882713,41973,-25,-2,-24,-34,-8,7
Illinois,12/13/20,,,7216,107,0,63648,35324606,4019640,39398,-24,-6,2,-37,-14,6
Illinois,12/14/20,,,7214,116,0,92256,39307436,3756212,35893,-23,-7,-27,-47,-36,13
Illinois,12/15/20,,,7359,132,0,92922,40512282,3638979,33714,-21,-6,-28,-46,-36,13
Illinois,12/16/20,,,7123,190,0,93278,40104979,3706453,36642,-21,-4,-31,-43,-36,14
Illinois,12/17/20,,,8828,208,0,92015,41605013,3628755,36319,-21,-1,-26,-43,-35,14
Illinois,12/18/20,,,7377,221,0,112292,43801195,3716980,38330,-22,-3,-21,-38,-34,13
Illinois,12/19/20,,,7562,120,0,96851,42153028,3909997,33964,-20,4,2,-22,-7,5
Illinois,12/20/20,,,6003,81,0,78079,33728294,4069618,26414,-19,-1,15,-29,-11,5
Illinois,12/21/20,,,4699,120,0,86454,39464627,3937288,26279,-11,6,-12,-42,-39,12
Illinois,12/22/20,,,6239,144,0,84764,41505299,3987161,34470,-6,14,-5,-38,-39,12
Illinois,12/23/20,,,6762,171,0,82328,42737393,4034685,38395,1,33,-12,-36,-41,12
Illinois,12/24/20,,,7037,118,0,94909,36784196,4102908,37606,-20,34,-36,-51,-63,18
Illinois,12/25/20,,,5742,194,0,98958,22114866,4438727,37676,-83,-63,-50,-69,-84,28
Illinois,12/26/20,,,3293,70,0,57448,37250034,4125088,42073,-34,-14,-15,-37,-25,9
Illinois,12/27/20,,,3767,112,0,46226,36678441,4182694,50563,-32,-19,5,-35,-17,7
Illinois,12/28/20,,,4453,134,0,51046,40872704,3796013,42716,-20,-7,-23,-45,-45,15
Illinois,12/29/20,,,5644,126,0,66786,40970125,3803278,41236,-24,-6,-29,-46,-46,16
Illinois,12/30/20,,,7374,215,0,74573,42044539,3814469,44059,-21,-1,-35,-44,-47,17
Illinois,12/31/20,,,8009,167,0,99426,43474570,3639422,38752,-12,29,-27,-47,-55,16
Illinois,1/1/21,,,7201,195,0,97222,31622062,4623282,43179,-61,-48,-59,-68,-80,31
Illinois,1/2/21,,,4762,44,0,61987,40833993,3940294,49045,-33,-11,-22,-34,-22,10
Illinois,1/3/21,,,4469,105,0,45465,36426441,4249581,45998,-34,-18,-13,-37,-17,8
Illinois,1/4/21,,,5059,90,0,48254,41059643,3578326,36810,-25,-8,-35,-46,-37,13
Illinois,1/5/21,,,6839,150,0,87083,40135957,3512904,33240,-24,-7,-30,-45,-37,14
Illinois,1/6/21,,,7569,173,0,80974,41548727,3358284,33990,-26,-10,-33,-45,-36,14
Illinois,1/7/21,,,8757,206,0,105518,41412806,3356358,36721,-29,-9,-36,-47,-35,15
Illinois,1/8/21,,,9277,167,0,118665,44246672,3291663,38487,-30,-13,-38,-45,-34,14
Illinois,1/9/21,,,6717,102,0,102903,44712531,3391530,38998,-26,-6,-17,-33,-9,7
Illinois,1/10/21,,,4711,83,0,77775,38269243,3721545,47424,-30,-12,-25,-41,-15,7
Illinois,1/11/21,,,4776,70,0,66697,40339621,3525877,38325,-30,-13,-41,-49,-35,14
Illinois,1/12/21,,,6642,134,0,93491,41113242,3447263,37988,-27,-11,-27,-46,-35,14
Illinois,1/13/21,18854,1488,5862,120,0,76107,41716992,3381149,44523,-28,-11,-30,-45,-35,14
Illinois,1/14/21,28330,2236,6652,107,0,118036,41315362,3367375,45164,-31,-13,-39,-47,-35,14
Illinois,1/15/21,30253,2387,6642,149,0,107156,46878257,3272624,42577,-33,-16,-38,-45,-35,14
Illinois,1/16/21,28158,2222,5343,147,0,102372,48104253,3511171,35804,-31,-12,-27,-36,-12,7
Illinois,1/17/21,26902,2123,4162,30,0,96845,42143452,3482516,56016,-34,-18,-19,-42,-17,7
Illinois,1/18/21,26064,2057,3385,68,0,63002,47528632,3110511,62992,-27,-13,-34,-50,-46,15
Illinois,1/19/21,25465,2010,4318,35,0,71533,39119823,3518854,44006,-31,-15,-36,-47,-35,13
Illinois,1/20/21,24867,1962,4822,132,0,86121,40996861,3429794,40450,-31,-17,-36,-47,-36,14
Illinois,1/21/21,23837,1881,4979,138,0,99036,46072759,3178405,48900,-28,-11,-27,-45,-33,13
Illinois,1/22/21,24248,1914,7042,111,0,125831,46993648,3105136,49458,-30,-14,-40,-45,-33,13
Illinois,1/23/21,27873,2200,5152,111,0,110178,46003455,3169054,39269,-26,-7,-24,-35,-9,6
Illinois,1/24/21,31080,2453,3292,35,0,90138,40994799,3562020,60532,-31,-14,-23,-41,-15,7
Illinois,1/25/21,31402,2478,2944,64,0,74202,40651423,3370037,51538,-32,-12,-43,-51,-36,14
Illinois,1/26/21,30390,2398,3667,109,0,69285,40850426,3626772,48725,-41,-31,-34,-52,-42,17
Illinois,1/27/21,32390,2556,3751,96,0,80124,42463334,3309433,44776,-31,-18,-37,-47,-35,14
Illinois,1/28/21,36114,2850,4191,125,0,100119,42773764,3247429,46496,-29,-14,-38,-46,-33,13
Illinois,1/29/21,39571,3123,4156,72,0,111057,46260291,3104767,44308,-26,-11,-32,-43,-32,12
Illinois,1/30/21,42007,3315,3345,67,0,107802,44053469,3270215,41736,-29,-2,-27,-38,-10,8
Illinois,1/31/21,44626,3522,2428,40,0,86871,38775931,4044568,70033,-49,-39,-20,-47,-26,10
Illinois,2/1/21,47373,3738,2312,20,0,61263,45985229,3369634,59145,-29,-15,-35,-47,-36,13
Illinois,2/2/21,47870,3778,2304,63,0,60899,46693033,3240580,43345,-26,-12,-33,-46,-34,13
Illinois,2/3/21,48845,3855,3314,84,0,96894,45761604,3131402,45610,-22,-4,-30,-43,-33,12
Illinois,2/4/21,50721,4003,3328,77,0,101307,43629523,3275254,49997,-34,-13,-45,-48,-35,15
Illinois,2/5/21,51860,4093,3660,106,0,105085,48615636,3085216,49779,-31,-15,-44,-45,-34,14
Illinois,2/6/21,54451,4297,3062,73,0,90295,45918296,3221107,45635,-31,-8,-45,-39,-11,8
Illinois,2/7/21,55733,4398,2060,62,0,81550,44561296,3637992,69268,-40,-21,-49,-46,-18,7
Illinois,2/8/21,57554,4542,1747,41,0,47210,47784821,3417007,71097,-36,-22,-49,-50,-37,14
Illinois,2/9/21,57815,4562,2082,23,0,55705,47548535,3327364,53032,-30,-15,-44,-47,-35,14
Illinois,2/10/21,61601,4861,2825,67,0,82885,47720823,3303405,53017,-29,-14,-48,-47,-35,14
Illinois,2/11/21,60923,4808,2838,116,0,96525,50640823,3142287,59222,-28,-10,-46,-46,-34,14
Illinois,2/12/21,61067,4819,2598,42,0,103009,49229107,2980460,58016,-26,-7,-44,-43,-34,13
Illinois,2/13/21,63229,4990,2092,60,0,84990,45898185,3409380,44562,-30,-5,-43,-36,-12,8
Illinois,2/14/21,64663,5103,1631,34,0,64949,45151174,3520689,72802,-29,-12,-48,-43,-17,7
Illinois,2/15/21,63802,5035,1420,45,0,52389,46761817,3535837,63504,-43,-29,-59,-57,-51,19
Illinois,2/16/21,68086,5373,1348,33,0,46630,45746157,3618611,61197,-42,-28,-50,-53,-53,22
Illinois,2/17/21,65188,5144,1795,25,0,49937,49191509,3150109,52374,-29,-12,-45,-46,-35,14
Illinois,2/18/21,61794,4876,1966,73,0,67542,53332091,2943980,55597,-28,-12,-43,-45,-34,14
Illinois,2/19/21,71364,5632,2219,71,0,85963,53168065,2895394,55228,-26,-12,-42,-43,-32,13
Illinois,2/20/21,69845,5512,1922,58,0,73212,49482446,3095182,46232,-21,-4,-17,-31,-7,5
Illinois,2/21/21,69331,5471,1585,40,0,75269,46924409,3307001,68360,,,,,,
Illinois,2/22/21,64299,5074,1246,40,0,37361,51994557,3051874,66606,,,,,,
Illinois,2/23/21,65950,5204,1665,22,0,61400,54280943,2957091,53309,,,,,,
Illinois,2/24/21,66469,5245,2022,47,0,82976,52117649,2969216,47194,,,,,,
Illinois,2/25/21,68866,5435,1884,32,0,91292,53337398,2948563,52447,,,,,,
Illinois,2/26/21,66470,5245,2441,68,0,92256,54767649,2780900,51426,,,,,,
Illinois,2/27/21,67681,5341,1780,35,0,81668,54505672,2861688,39299,,,,,,
Illinois,2/28/21,69238,5464,1249,25,0,66500,49674654,3216833,65322,,,,,,
Illinois,3/1/21,78880,6225,1143,24,0,42234,53738936,2975682,58002,,,,,,
Illinois,3/2/21,77559,6121,1577,44,0,56181,53573164,2907206,45147,,,,,,
Illinois,3/3/21,80143,6325,2104,50,0,80854,54238858,2931847,46809,,,,,,
Illinois,3/4/21,84036,6632,1740,49,0,73990,54303386,2865567,52991,,,,,,
Illinois,3/5/21,80655,6365,1442,44,0,103336,55912113,2725751,46656,,,,,,
Illinois,3/6/21,86539,6829,2565,56,0,79248,54340895,2802248,37842,,,,,,
Illinois,3/7/21,92781,7322,1068,12,0,68094,49778538,3023961,58773,,,,,,
Arkansas,10/1/20,,,1124,15,91,12899,8697810,557724,2731,-1,5,82,-1,-22,2
Arkansas,10/2/20,,,958,7,43,11644,8946679,578640,2111,-1,4,88,2,-21,2
Arkansas,10/3/20,,,746,16,39,10478,8218011,649392,2213,-7,3,69,4,-12,0
Arkansas,10/4/20,,,488,18,23,7605,7328114,668050,2222,-4,4,64,1,-14,1
Arkansas,10/5/20,,,417,22,36,6801,7748285,682931,1997,-4,1,42,-3,-24,4
Arkansas,10/6/20,,,641,0,72,8527,8500612,608124,1777,-7,-1,70,-1,-23,4
Arkansas,10/7/20,,,809,35,82,9885,8707554,586757,1972,-6,-2,87,-3,-21,3
Arkansas,10/8/20,,,1265,21,65,13970,8005705,595710,1916,-7,0,90,-2,-22,4
Arkansas,10/9/20,,,0,0,0,0,8252360,626376,1774,-6,-1,89,0,-21,4
Arkansas,10/10/20,,,2075,49,95,26190,7475625,699777,1707,-14,-3,53,-1,-12,4
Arkansas,10/11/20,,,613,17,10,8938,6888733,684428,1557,-7,2,83,4,-12,2
Arkansas,10/12/20,,,654,17,50,8412,8156449,628325,1460,-8,-4,57,-3,-25,6
Arkansas,10/13/20,,,680,25,109,7599,8415192,592485,1756,-8,-1,83,-3,-22,5
Arkansas,10/14/20,,,1079,23,79,10677,8590324,573501,1991,-4,0,88,-1,-20,4
Arkansas,10/15/20,,,1278,11,51,12660,7732320,622661,2448,-6,2,68,-2,-22,5
Arkansas,10/16/20,,,1015,20,44,11896,8876585,565443,2239,-5,-1,95,-1,-22,4
Arkansas,10/17/20,,,883,19,35,9744,8066832,634679,2131,-11,-2,78,6,-11,1
Arkansas,10/18/20,,,644,20,37,8302,6991986,671722,2017,-9,-2,51,4,-14,2
Arkansas,10/19/20,,,531,10,46,7970,8223522,592669,1987,-9,-6,27,-5,-24,6
Arkansas,10/20/20,,,844,14,67,7738,8208549,599767,1694,-8,-3,61,-3,-22,5
Arkansas,10/21/20,,,1155,23,98,11100,7819180,640274,2189,-5,-1,94,-2,-20,4
Arkansas,10/22/20,,,1202,21,0,12782,8921958,580109,1882,-6,-1,102,-1,-21,4
Arkansas,10/23/20,,,1337,10,152,11967,9544696,544048,1957,-7,-4,66,-3,-22,5
Arkansas,10/24/20,,,1183,15,29,12517,8764521,620797,1575,-12,-3,50,2,-10,2
Arkansas,10/25/20,,,797,15,11,7982,7428906,652086,2147,-10,-2,38,3,-14,2
Arkansas,10/26/20,,,612,21,50,6845,8256649,609463,1818,-11,-8,-4,-8,-23,7
Arkansas,10/27/20,,,952,24,73,8391,8334368,611571,1826,-9,-4,20,-6,-22,6
Arkansas,10/28/20,,,961,18,79,9706,7921351,605543,2614,-12,-9,5,-8,-21,7
Arkansas,10/29/20,,,1072,19,47,12348,8317979,604282,2551,-5,0,22,-6,-22,6
Arkansas,10/30/20,,,1162,6,36,11281,8786809,614110,2085,0,2,69,-2,-21,3
Arkansas,10/31/20,,,1316,25,35,10401,8456491,673353,1787,-7,6,63,-1,-9,0
Arkansas,11/1/20,,,0,0,17,0,8466494,736752,3177,-6,-1,44,-2,-13,2
Arkansas,11/2/20,,,1451,60,55,16457,8440034,708304,1673,-6,-4,23,-5,-22,5
Arkansas,11/3/20,,,878,18,84,5456,8752216,608481,1779,-1,4,58,-2,-21,4
Arkansas,11/4/20,,,1293,23,79,11237,8028186,661532,1858,-7,-3,54,-3,-20,5
Arkansas,11/5/20,,,1548,11,53,12783,9071797,670931,1860,-7,0,60,-3,-21,5
Arkansas,11/6/20,,,1870,19,75,14097,9638723,695671,2302,-6,-4,72,-4,-20,5
Arkansas,11/7/20,,,1598,12,14,11491,8891264,730286,2930,-11,-3,62,3,-8,2
Arkansas,11/8/20,,,1038,17,19,9378,8627290,812466,2381,-8,-1,55,0,-12,2
Arkansas,11/9/20,,,945,23,62,8545,8879317,692562,1932,-9,-4,25,-6,-22,6
Arkansas,11/10/20,,,1424,4,83,8328,8998117,655871,2004,-9,-3,37,-4,-22,6
Arkansas,11/11/20,,,1962,14,56,12250,8489687,690992,2265,-6,-2,51,-5,-26,6
Arkansas,11/12/20,,,1809,18,80,13153,8529854,684528,2411,-9,-1,46,-6,-22,6
Arkansas,11/13/20,,,2312,4,102,13717,8950927,660378,2136,-8,-2,58,-4,-21,5
Arkansas,11/14/20,,,0,0,30,0,8354387,715936,1894,-15,-5,22,0,-11,4
Arkansas,11/15/20,,,2722,35,29,21690,8233357,709859,3346,-10,-1,45,-2,-14,2
Arkansas,11/16/20,,,1308,42,73,11312,8814481,721036,3285,-11,-5,19,-8,-24,6
Arkansas,11/17/20,,,1554,20,101,8413,8865385,713056,3251,-10,-3,40,-5,-23,6
Arkansas,11/18/20,,,1715,30,89,12504,9102081,705133,3573,-8,-1,50,-5,-22,5
Arkansas,11/19/20,,,2238,22,129,14667,8877641,687242,3245,-10,0,47,-5,-23,6
Arkansas,11/20/20,,,2061,24,85,13423,8579688,661457,3175,-10,-1,56,-1,-23,6
Arkansas,11/21/20,,,1905,16,62,15068,7998847,719482,3344,-16,-2,23,12,-10,3
Arkansas,11/22/20,,,1352,20,57,14006,7013374,730683,3218,-13,-1,6,0,-14,4
Arkansas,11/23/20,,,1017,30,51,10226,8312751,692549,3134,-5,0,24,-6,-32,8
Arkansas,11/24/20,,,2122,18,97,12730,8346661,687176,3194,-3,7,34,-1,-32,8
Arkansas,11/25/20,,,1965,20,91,14603,8862276,654815,2774,10,33,44,0,-37,6
Arkansas,11/26/20,,,2348,11,0,14638,7067872,721491,2687,-74,-31,67,-35,-80,19
Arkansas,11/27/20,,,1052,0,68,8850,8897322,678793,2749,-17,-13,82,-30,-58,15
Arkansas,11/28/20,,,1349,13,40,9591,8073418,698800,3101,-21,-12,29,-5,-19,5
Arkansas,11/29/20,,,1221,21,24,10243,7302026,726456,2948,-20,-12,-17,8,-18,5
Arkansas,11/30/20,,,1112,32,94,7629,7887310,745238,3156,-9,-6,-7,-4,-23,8
Arkansas,12/1/20,,,1950,10,84,7996,9229467,630325,2817,-5,2,18,-1,-22,6
Arkansas,12/2/20,,,2212,10,89,11813,9490586,619002,2877,-10,-3,17,-5,-21,7
Arkansas,12/3/20,,,2789,33,96,16135,9483250,618618,3067,-8,2,11,-6,-22,7
Arkansas,12/4/20,,,2827,31,123,15285,9609623,604731,2634,-9,-3,32,-7,-20,6
Arkansas,12/5/20,,,2245,34,51,13760,9072617,651782,2734,-14,-2,22,0,-6,3
Arkansas,12/6/20,,,1542,40,21,14704,7647440,698837,2857,-12,-2,14,-5,-12,4
Arkansas,12/7/20,,,1118,53,44,9923,7602288,729706,3017,-10,-5,1,-10,-23,7
Arkansas,12/8/20,,,2283,39,132,10425,8028714,659917,2585,-10,-3,24,-4,-21,6
Arkansas,12/9/20,,,2327,34,98,16536,7962724,650473,2902,-8,-2,48,-5,-20,6
Arkansas,12/10/20,,,2202,34,34,12964,8472932,646112,3036,-8,2,53,-6,-21,6
Arkansas,12/11/20,,,2770,55,139,15181,8170312,674805,2874,-13,-5,9,-8,-21,8
Arkansas,12/12/20,,,2628,36,63,14852,7757856,723144,3322,-12,1,2,2,-7,4
Arkansas,12/13/20,,,1450,34,16,12673,6255238,771103,3227,-25,-9,-25,-9,-18,7
Arkansas,12/14/20,,,1805,45,64,10495,7695702,703048,2863,-12,-5,-10,-9,-27,10
Arkansas,12/15/20,,,1691,26,105,8272,7980006,657563,2727,-10,1,-3,-6,-23,8
Arkansas,12/16/20,,,2306,58,134,11617,7644747,692559,3298,-7,1,11,-5,-22,7
Arkansas,12/17/20,,,3039,38,127,13686,8293294,668591,2954,-7,3,22,-4,-23,7
Arkansas,12/18/20,,,2878,27,73,13674,8622872,695504,3113,-6,0,29,1,-23,7
Arkansas,12/19/20,,,2693,52,57,13823,7799639,734455,2838,-13,-1,-11,16,-9,5
Arkansas,12/20/20,,,1536,46,15,12969,6391007,749247,2617,-5,4,16,8,-11,3
Arkansas,12/21/20,,,1457,58,68,9289,7856793,721917,2674,3,5,29,-2,-32,8
Arkansas,12/22/20,,,1941,43,81,8449,8368487,739933,3407,5,11,47,-1,-33,8
Arkansas,12/23/20,,,2893,38,175,12877,8573414,746130,3457,16,28,29,-4,-36,7
Arkansas,12/24/20,,,3204,30,53,18218,7299335,766341,3048,-5,34,12,-26,-61,14
Arkansas,12/25/20,,,2122,32,48,9835,4494574,813944,2694,-84,-65,14,-47,-82,24
Arkansas,12/26/20,,,702,3,29,7884,7303891,760400,3043,-22,-12,15,-19,-23,7
Arkansas,12/27/20,,,908,41,53,4816,7810714,776729,4238,-18,-11,27,-1,-18,5
Arkansas,12/28/20,,,1651,55,53,5538,9096767,674421,3672,-8,-6,17,-9,-38,11
Arkansas,12/29/20,,,2718,66,106,7350,9141122,669422,3342,-11,-4,18,-10,-38,12
Arkansas,12/30/20,,,3184,34,103,14564,8816216,686631,3431,-8,-1,-1,-16,-38,12
Arkansas,12/31/20,,,2708,39,87,12428,9241090,661085,3428,2,20,-4,-23,-45,12
Arkansas,1/1/21,,,4304,35,92,16596,7726159,784999,3634,-33,-27,0,-38,-70,23
Arkansas,1/2/21,,,2000,18,37,11704,8587884,729966,3498,-19,-9,-25,-12,-19,9
Arkansas,1/3/21,,,2033,20,27,10409,7882031,763321,3783,-11,-6,12,-2,-14,5
Arkansas,1/4/21,,,1306,51,0,5424,9555434,601762,2548,-2,2,2,-8,-25,7
Arkansas,1/5/21,,,4107,36,229,8702,9201633,586747,2417,-5,3,23,-8,-23,7
Arkansas,1/6/21,,,3705,65,124,13369,9222807,566961,2942,-12,-4,-3,-11,-22,8
Arkansas,1/7/21,,,3323,25,33,11538,9002572,578439,3263,-16,-7,-12,-15,-24,10
Arkansas,1/8/21,,,2944,40,68,13509,10052652,565726,3325,-14,-7,0,-11,-21,9
Arkansas,1/9/21,,,2886,44,119,15277,9383376,635972,3431,-16,-6,-18,-4,-9,6
Arkansas,1/10/21,,,3330,33,28,34579,7985024,693487,3750,-15,-4,-21,-10,-14,6
Arkansas,1/11/21,,,1268,38,0,9896,9145415,610796,3140,-14,-8,-17,-14,-24,9
Arkansas,1/12/21,,,3209,40,198,6245,9212315,601184,3236,-14,-5,8,-7,-23,8
Arkansas,1/13/21,53975,17886,2467,65,101,10688,9453892,585801,3509,-13,-6,20,-9,-22,7
Arkansas,1/14/21,33718,11173,2491,42,89,14420,9562309,566601,3362,-16,-8,16,-10,-23,8
Arkansas,1/15/21,25820,8556,3124,35,95,14768,10808012,553653,2667,-17,-10,0,-12,-24,9
Arkansas,1/16/21,20865,6914,2543,30,88,12593,10741479,633692,2359,-20,-10,-12,-7,-11,6
Arkansas,1/17/21,17892,5929,976,18,15,11493,9200283,609125,3590,-17,-10,5,-12,-16,5
Arkansas,1/18/21,15910,5272,1109,32,55,9513,10833227,525874,3808,-15,-12,9,-14,-40,12
Arkansas,1/19/21,14494,4803,1331,43,95,6383,9227760,558931,2733,-16,-7,12,-11,-23,8
Arkansas,1/20/21,11208,3714,2520,55,131,13900,9470646,547627,2908,-16,-9,3,-12,-22,8
Arkansas,1/21/21,9285,3077,3106,55,73,13041,10383775,511526,3223,-16,-8,10,-13,-22,8
Arkansas,1/22/21,11905,3945,2162,53,75,11893,11005726,491013,3037,-15,-9,24,-13,-21,8
Arkansas,1/23/21,11048,3661,1613,14,120,11093,9631686,572262,2716,-19,-11,-17,-10,-11,6
Arkansas,1/24/21,11986,3972,1071,43,17,8867,8517970,647576,3854,-20,-11,-13,-13,-16,6
Arkansas,1/25/21,12108,4012,636,44,45,9146,9442410,533434,3291,-15,-11,-10,-15,-24,9
Arkansas,1/26/21,13422,4448,2485,40,89,12146,10444673,511794,2989,-11,-6,15,-8,-22,7
Arkansas,1/27/21,11359,3764,1777,52,46,11258,9881217,528291,3191,-14,-9,-1,-12,-22,8
Arkansas,1/28/21,11359,3764,1892,42,58,14233,9983238,513129,2902,-13,-6,12,-9,-22,7
Arkansas,1/29/21,9760,3234,1707,47,47,13529,10689128,503034,2949,-12,-8,21,-10,-21,7
Arkansas,1/30/21,12425,4117,1824,7,47,12494,9372582,590792,2740,-19,-11,-32,-11,-12,7
Arkansas,1/31/21,12793,4239,881,30,11,11344,8980544,625043,3927,-15,-8,-17,-10,-15,5
Arkansas,2/1/21,12876,4267,1226,27,41,6963,10801898,526675,3418,-9,-5,-11,-11,-22,7
Arkansas,2/2/21,11169,3701,1510,44,79,7729,10807723,517317,3163,-10,-5,14,-11,-22,7
