State,Date,daily_vaccinations,daily_vaccinations_per_million,positiveIncrease,deathIncrease,hospitalizedIncrease,totalTestResultsIncrease,NumberofTrips,PopulationStayingatHome,NumberofTrips500miles,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Ohio,2/13/21,52952,4530,2799,1204,81,35120,40809233,2714653,22879,-15,2,-4,-23,-8,5
Ohio,2/14/21,56851,4864,1809,6,64,27695,41755384,2782909,34318,-10,7,0,-27,-9,4
Ohio,2/15/21,56733,4853,1915,48,79,31786,40383132,2957264,36818,-39,-21,-40,-39,-45,18
Ohio,2/16/21,60179,5148,2026,59,104,35453,37049858,3213989,31077,-47,-35,-33,-40,-53,22
Ohio,2/17/21,59820,5118,1816,60,149,16874,42679945,2560555,27404,-22,-11,-23,-27,-28,11
Ohio,2/18/21,57466,4916,2282,98,173,19841,43688021,2541246,28172,-29,-16,-26,-31,-30,13
Ohio,2/19/21,65606,5613,2306,82,152,32069,45858627,2385823,28622,-23,-14,-14,-27,-25,11
Ohio,2/20/21,64835,5547,2611,56,104,27257,41434261,2675509,25647,-18,-9,12,-22,-6,5
Ohio,2/21/21,64109,5485,1461,67,55,31139,40888682,2765646,37578,,,,,,
Ohio,2/22/21,64736,5538,1611,58,120,23504,45229473,2483583,34989,,,,,,
Ohio,2/23/21,61964,5301,2775,94,159,25465,46855042,2422217,26285,,,,,,
Ohio,2/24/21,66136,5658,1842,77,137,18715,46115840,2414954,24780,,,,,,
Ohio,2/25/21,70021,5990,2409,80,163,44938,47338666,2419788,25081,,,,,,
Ohio,2/26/21,59061,5053,1976,58,167,45771,48315170,2311503,25054,,,,,,
Ohio,2/27/21,62123,5315,1774,54,79,54040,45982623,2495136,21275,,,,,,
Ohio,2/28/21,65588,5611,1268,60,82,36196,42431747,2772735,29152,,,,,,
Ohio,3/1/21,66320,5674,1425,49,103,26079,47874310,2433095,29802,,,,,,
Ohio,3/2/21,70639,6043,1736,-157,121,27879,47484178,2366519,24067,,,,,,
Ohio,3/3/21,71704,6134,2022,0,110,16741,47887889,2386972,20753,,,,,,
Ohio,3/4/21,71267,6097,1875,0,82,43325,47356901,2377076,24449,,,,,,
Ohio,3/5/21,72136,6171,1750,467,87,43131,48343220,2254515,23247,,,,,,
Ohio,3/6/21,75052,6421,1506,0,66,40190,45377441,2442330,19222,,,,,,
Ohio,3/7/21,75926,6495,735,0,33,29289,41833921,2643309,27468,,,,,,
Alabama,10/1/20,,,1043,8,0,6693,14247021,896278,4292,-6,1,18,-6,-22,3
Alabama,10/2/20,,,954,2,163,6869,14511447,912927,3359,-6,-1,22,-4,-23,3
Alabama,10/3/20,,,1682,8,0,10444,13190394,1047418,3267,-10,1,42,2,-10,0
Alabama,10/4/20,,,789,0,0,6473,11925522,1086020,3680,-9,-2,34,0,-17,1
Alabama,10/5/20,,,544,1,279,4995,12508859,1134770,3479,-7,-2,21,-6,-24,4
Alabama,10/6/20,,,764,21,0,5334,13691566,980289,2863,-8,-2,18,-6,-23,4
Alabama,10/7/20,,,941,21,216,7971,14081719,940893,3271,-7,-3,23,-4,-24,4
Alabama,10/8/20,,,557,36,74,3892,12974161,955068,3247,-12,-3,20,-3,-23,5
Alabama,10/9/20,,,1490,16,0,11742,13126516,1026323,2922,-14,-7,3,-11,-25,8
Alabama,10/10/20,,,1061,11,190,7868,11656114,1153679,2701,-23,-10,-15,-16,-12,6
Alabama,10/11/20,,,816,0,0,5687,11002960,1120139,2404,-16,-6,5,-6,-16,4
Alabama,10/12/20,,,734,1,0,4603,12933176,1030115,2246,-11,-5,25,-7,-31,7
Alabama,10/13/20,,,1117,0,261,6597,13777260,958067,2959,-11,-4,23,-7,-23,5
Alabama,10/14/20,,,784,41,195,5014,13911963,922340,3802,-8,-2,22,-5,-23,5
Alabama,10/15/20,,,1185,50,0,7853,12548021,1021115,4480,-11,-1,18,-5,-22,5
Alabama,10/16/20,,,1212,30,220,7108,14434575,903893,4257,-10,-5,21,-5,-22,5
Alabama,10/17/20,,,1288,2,0,7613,13298284,1034379,3699,-13,-1,47,1,-9,1
Alabama,10/18/20,,,964,0,0,5101,11666318,1090721,3472,-12,-3,36,2,-15,2
Alabama,10/19/20,,,859,1,226,6204,13758109,956960,3558,-12,-4,18,-8,-22,5
Alabama,10/20/20,,,1043,16,0,5475,13603153,966098,3198,-12,-4,17,-9,-21,5
Alabama,10/21/20,,,1146,23,249,7948,12732653,1052224,3879,-9,-3,21,-6,-22,5
Alabama,10/22/20,,,1390,15,118,7172,14457862,942264,3484,-12,-2,20,-6,-21,5
Alabama,10/23/20,,,3852,16,147,9078,16003717,865816,3323,-11,-6,20,-8,-22,5
Alabama,10/24/20,,,2360,7,0,6095,13921459,1014005,2646,-20,-8,3,-10,-13,4
Alabama,10/25/20,,,1079,0,0,6798,12470371,1036971,3585,-14,-4,28,-2,-16,2
Alabama,10/26/20,,,967,0,379,5028,14087831,952421,3045,-12,-4,16,-8,-21,5
Alabama,10/27/20,,,1115,26,0,5193,14286523,948099,2797,-12,-3,10,-8,-20,5
Alabama,10/28/20,,,1269,19,142,7419,13335163,968855,3041,-13,-3,-15,-14,-24,7
Alabama,10/29/20,,,1443,3,130,7129,13582702,987961,3392,-12,-6,3,-13,-31,5
Alabama,10/30/20,,,1347,18,204,8254,14663346,971927,3143,-6,-1,12,-6,-25,3
Alabama,10/31/20,,,1789,35,0,10564,14057969,1072202,2647,-11,6,47,-6,-9,-1
Alabama,11/1/20,,,1700,6,0,6327,13909847,1202021,4857,-10,-1,21,-7,-15,1
Alabama,11/2/20,,,907,0,0,3840,14103416,1150833,2385,-9,-3,4,-9,-22,5
Alabama,11/3/20,,,1037,14,451,6629,15356018,939281,2174,4,6,37,-8,-22,3
Alabama,11/4/20,,,1848,19,126,8563,13466586,1062805,2518,-10,-6,8,-9,-21,6
Alabama,11/5/20,,,1381,20,0,7495,15411958,1076586,2810,-13,-4,5,-10,-20,6
Alabama,11/6/20,,,1556,23,267,8341,16477987,1127593,3807,-12,-8,11,-12,-20,6
Alabama,11/7/20,,,1768,33,0,8920,14584117,1184410,4683,-13,-5,26,-8,-7,2
Alabama,11/8/20,,,1205,2,0,6323,14149937,1328329,3807,-12,-5,23,-9,-14,3
Alabama,11/9/20,,,1170,0,0,4138,14400721,1115219,2866,-12,-5,10,-11,-20,5
Alabama,11/10/20,,,1710,36,592,-690,14800085,1056227,2841,-11,-4,-3,-9,-21,6
Alabama,11/11/20,,,2070,81,0,15451,13423013,1128846,3372,-8,-6,-5,-12,-35,10
Alabama,11/12/20,,,2000,12,304,0,14019364,1103077,3610,-14,-3,0,-12,-21,6
Alabama,11/13/20,,,2980,18,85,19285,14891952,1055909,3355,-12,-6,11,-11,-21,6
Alabama,11/14/20,,,2226,15,0,12280,14254523,1140378,3022,-12,-3,29,-8,-8,2
Alabama,11/15/20,,,1979,2,0,6251,13629239,1147611,5847,-14,-4,9,-9,-15,3
Alabama,11/16/20,,,1410,1,441,7197,14293209,1168728,5251,-12,-3,2,-9,-21,5
Alabama,11/17/20,,,1616,52,0,6943,14500007,1160739,5076,-12,-2,-3,-10,-20,6
